,UniqueSurveyID,Date,Time,Latitude,Longitude,State,Habitat,Entomofauna,OtherInvertebrate,Vertebrate
1055,72576,29-07-2017,01:50:23,19.6653,80.8323,Telangana,Terrestrial_Forest_PA,Yes,Yes,No
1056,33709,08-03-2016,23:51:11,33.0052,78.316,Himachal Pradesh,Terrestrial_Forest_PA,Yes,Yes,No
1057,9117,28-01-2015,23:02:15,8.4756,76.4759,Tamil Nadu,Terrestrial_Shurb,No,Yes,Yes
1058,75067,05-01-2015,21:23:34,25.9625,90.7764,Meghalaya,Terrestrial_Forest_Outside_PA,No,Yes,Yes
1059,35637,08-03-2017,23:05:25,18.4021,86.9556,Orissa,Aquatic_Freshwater,Yes,Yes,Yes
1060,56398,13-11-2019,00:36:56,24.8282,77.1747,Madhya Pradesh,Aquatic_Marine,Yes,Yes,No
1061,88098,19-07-2016,20:10:30,23.2775,89.2661,West Bengal,Terrestrial_Grassland,No,No,Yes
1062,24426,30-04-2019,09:00:14,8.8594,72.2258,Lakshadweep,Terrestrial_Horticulture,No,Yes,No
1063,75016,14-07-2018,03:26:28,25.0427,89.2916,West Bengal,Aquatic_Marine,Yes,Yes,No
1064,72376,23-06-2019,21:09:06,32.7814,78.8238,Himachal Pradesh,Terrestrial_Human_Habitation,No,No,No
1065,76816,19-07-2015,21:47:53,13.8401,79.9501,Andhra Pradesh,Aquatic_Freshwater,No,Yes,Yes
1066,49117,30-06-2017,01:05:03,30.6548,75.4773,Punjab,Terrestrial_Forest_Outside_PA,Yes,No,No
1067,85411,18-11-2015,04:23:21,29.223,94.9375,Arunachal Pradesh,Terrestrial_Agriculture,Yes,No,No
1068,28975,12-04-2018,20:11:30,33.1529,77.1366,Himachal Pradesh,Terrestrial_Forest_Outside_PA,Yes,No,Yes
1069,73554,01-09-2018,23:29:48,28.6407,95.1924,Arunachal Pradesh,Terrestrial_Human_Habitation,No,Yes,Yes
1070,97385,01-09-2018,06:27:25,34.4393,74.0666,Jammu and Kashmir,Aquatic_Freshwater,No,Yes,Yes
1071,82144,28-12-2016,16:04:53,28.5989,77.0738,Delhi,Terrestrial_Forest_Outside_PA,No,No,Yes
1072,29323,07-09-2019,01:50:50,28.8488,76.6331,Haryana,Aquatic_Freshwater,Yes,Yes,Yes
1073,24964,23-05-2015,15:51:46,24.8089,82.3345,Madhya Pradesh,Aquatic_Estuarine,Yes,Yes,No
1074,59457,25-07-2016,10:53:38,25.2069,91.4968,Meghalaya,Aquatic_Freshwater,No,Yes,Yes
1075,62161,19-04-2019,16:31:14,24.6145,90.9951,Assam,Terrestrial_Grassland,Yes,Yes,Yes
1076,27606,15-10-2017,15:42:22,33.644,77.0403,Jammu and Kashmir,Terrestrial_Grassland,Yes,No,Yes
1077,95055,04-02-2018,12:52:54,16.7921,78.0938,Karnataka,Terrestrial_Grassland,Yes,Yes,Yes
1078,78753,26-11-2018,13:12:27,17.7176,77.1876,Maharashtra,Terrestrial_Agriculture,No,No,Yes
1079,56589,26-06-2017,19:52:52,23.9308,91.7281,Tripura,Aquatic_Marine,No,No,Yes
1080,46904,09-12-2018,12:10:25,18.3407,75.585,Maharashtra,Terrestrial_Forest_Outside_PA,No,Yes,Yes
1081,44304,23-01-2020,01:44:30,30.7055,80.413,Uttaranchal,Terrestrial_Forest_PA,No,No,No
1082,99438,25-06-2015,04:31:52,25.3636,91.9963,Meghalaya,Terrestrial_Agriculture,No,No,Yes
1083,84764,19-07-2016,03:19:24,23.7123,69.7185,Gujarat,Aquatic_Estuarine,No,No,Yes
1084,43970,26-12-2017,15:27:05,24.3661,83.0176,Uttar Pradesh,Terrestrial_Grassland,Yes,No,Yes
1085,6933,09-06-2017,05:34:26,17.6159,77.1363,Andhra Pradesh,Aquatic_Freshwater,No,No,No
1086,59205,20-02-2017,19:45:56,11.2322,92.6735,Andaman and Nicobar,Aquatic_Estuarine,No,Yes,No
1087,14595,18-07-2018,06:45:08,10.7488,72.3609,Lakshadweep,Aquatic_Marine,Yes,Yes,No
1088,57437,29-05-2018,00:18:20,17.9591,80.826,Telangana,Aquatic_Estuarine,No,No,Yes
1089,83588,25-08-2016,08:33:45,15.0895,74.1754,Goa,Terrestrial_Agriculture,No,No,No
1090,18066,07-04-2015,02:03:39,29.5684,78.7922,Uttaranchal,Aquatic_Marine,Yes,Yes,No
1091,11938,10-09-2017,07:20:51,27.1899,88.7597,Sikkim,Terrestrial_Human_Habitation,No,No,Yes
1092,86978,01-05-2016,17:22:16,28.6537,77.2496,Delhi,Aquatic_Marine,No,Yes,Yes
1093,85932,03-01-2017,22:57:30,8.6429,75.8793,Kerala,Terrestrial_Grassland,Yes,No,No
1094,97117,06-08-2017,14:42:28,22.5733,93.3457,Mizoram,Terrestrial_Grassland,Yes,Yes,No
1095,49252,23-08-2017,09:33:19,30.7111,76.759,Chandigarh,Aquatic_Freshwater,No,No,Yes
1096,56640,04-06-2017,06:56:14,26.4066,70.157,Rajasthan,Aquatic_Estuarine,Yes,Yes,No
1097,71260,22-04-2019,18:46:21,26.4786,80.7701,Uttar Pradesh,Terrestrial_Human_Habitation,No,Yes,No
1098,11749,14-07-2019,16:58:13,22.9787,86.9576,Jharkhand,Aquatic_Estuarine,Yes,Yes,Yes
1099,97558,04-04-2017,21:19:11,26.9127,83.8395,Bihar,Terrestrial_Forest_PA,Yes,Yes,Yes
1100,66145,21-09-2017,23:10:47,30.743,76.7012,Chandigarh,Terrestrial_Shurb,No,Yes,No
1101,39683,03-04-2015,19:43:44,12.7889,76.8534,Kerala,Terrestrial_Grassland,No,No,No
1102,25914,06-05-2015,14:46:44,11.6423,76.2346,Puducherry,Terrestrial_Horticulture,Yes,No,No
1103,28817,03-02-2016,13:43:20,25.2615,94.0137,Nagaland,Terrestrial_Forest_Outside_PA,Yes,No,No
1104,44825,10-10-2016,06:14:39,15.3552,74.2549,Goa,Terrestrial_Forest_Outside_PA,No,Yes,No
1105,80680,21-03-2017,08:54:26,31.2605,76.3439,Punjab,Aquatic_Marine,Yes,Yes,Yes
1106,20324,08-05-2019,16:02:46,31.2711,79.2671,Uttaranchal,Aquatic_Freshwater,No,No,Yes
1107,73338,29-08-2018,12:43:01,32.3295,75.0115,Punjab,Terrestrial_Agriculture,No,No,Yes
1108,71000,27-01-2018,04:58:48,14.4979,80.5164,Andhra Pradesh,Terrestrial_Horticulture,No,Yes,No
1109,65762,05-02-2016,09:36:07,24.798,94.3413,Assam,Aquatic_Estuarine,Yes,Yes,Yes
1110,9308,04-08-2019,08:10:24,30.5771,77.5763,Haryana,Terrestrial_Horticulture,No,No,No
1111,76787,03-01-2015,13:55:19,21.4709,81.5825,Orissa,Aquatic_Marine,Yes,Yes,No
1112,49221,05-01-2017,05:12:59,11.8863,93.1095,Andaman and Nicobar,Terrestrial_Grassland,Yes,No,No
1113,76754,12-01-2017,06:27:40,21.8727,84.2556,Orissa,Terrestrial_Shurb,No,Yes,No
1114,67187,18-05-2018,08:13:44,17.2751,76.0684,Karnataka,Terrestrial_Forest_PA,No,No,No
1115,56650,15-04-2018,03:09:59,24.51,85.3621,Jharkhand,Terrestrial_Agriculture,Yes,Yes,Yes
1116,14763,20-06-2017,18:49:38,20.3148,73.1185,Dadra and Nagar Haveli,Terrestrial_Forest_Outside_PA,Yes,Yes,No
1117,82818,18-12-2019,07:58:08,28.1499,94.7718,Arunachal Pradesh,Aquatic_Marine,No,No,Yes
1118,67453,19-08-2019,14:03:22,27.6419,88.2451,Sikkim,Terrestrial_Grassland,Yes,No,No
1119,33061,27-09-2016,05:18:57,22.6532,92.4853,Mizoram,Terrestrial_Agriculture,No,Yes,No
1120,8538,29-01-2016,03:59:50,30.6816,76.7619,Chandigarh,Terrestrial_Grassland,Yes,No,Yes
1121,63597,05-06-2017,06:09:38,18.7372,79.6868,Telangana,Aquatic_Estuarine,No,No,Yes
1122,4783,09-03-2019,23:54:18,11.7266,76.2713,Puducherry,Aquatic_Marine,Yes,Yes,No
1123,38406,15-04-2015,14:27:06,26.1055,84.583,Bihar,Terrestrial_Grassland,Yes,Yes,Yes
1124,17393,22-08-2016,17:35:50,21.2522,72.4125,Gujarat,Aquatic_Marine,No,No,No
1125,20100,25-01-2015,15:51:30,27.7738,76.4461,Haryana,Terrestrial_Shurb,No,Yes,Yes
1126,65155,03-09-2017,03:18:27,33.1431,77.5958,Himachal Pradesh,Terrestrial_Forest_PA,Yes,No,Yes
1127,96694,17-03-2016,15:57:56,20.6138,72.2473,Daman and Diu,Terrestrial_Human_Habitation,Yes,No,Yes
1128,49574,14-09-2016,03:19:07,10.7768,93.1083,Andaman and Nicobar,Terrestrial_Forest_Outside_PA,No,Yes,No
1129,70538,03-07-2017,12:39:27,20.5156,71.7156,Daman and Diu,Aquatic_Marine,No,No,Yes
1130,64108,01-03-2019,01:11:47,10.4176,75.9395,Kerala,Aquatic_Freshwater,Yes,No,No
1131,99207,23-08-2016,05:47:56,23.8247,73.8051,Gujarat,Aquatic_Freshwater,No,Yes,No
1132,17797,25-10-2015,08:15:39,23.0496,92.8376,Mizoram,Terrestrial_Shurb,Yes,Yes,Yes
1133,55203,05-05-2016,18:05:37,30.1387,74.7913,Punjab,Terrestrial_Forest_PA,Yes,No,No
1134,20220,25-06-2015,05:42:43,21.9848,83.6707,Jharkhand,Terrestrial_Forest_Outside_PA,No,Yes,No
1135,61250,23-08-2017,04:03:05,15.4259,78.2138,Andhra Pradesh,Terrestrial_Shurb,No,Yes,No
1136,66778,09-12-2017,06:41:53,20.4637,70.734,Daman and Diu,Terrestrial_Shurb,No,Yes,Yes
1137,99959,17-02-2017,18:24:37,29.8384,78.8922,Uttaranchal,Aquatic_Freshwater,Yes,No,No
1138,45453,15-07-2015,16:47:52,18.0291,79.1823,Telangana,Aquatic_Estuarine,Yes,No,No
1139,60733,24-05-2019,05:18:01,23.6241,91.5938,Tripura,Terrestrial_Shurb,No,No,Yes
1140,81835,01-06-2018,07:16:51,13.8645,92.3979,Andaman and Nicobar,Aquatic_Estuarine,No,Yes,Yes
1141,15807,21-06-2015,06:46:17,30.135,79.6553,Uttaranchal,Terrestrial_Grassland,Yes,Yes,No
1142,24340,10-12-2015,13:59:57,27.9504,88.2048,Sikkim,Terrestrial_Forest_PA,Yes,No,No
1143,1016,18-09-2016,22:44:06,25.4876,90.6805,Meghalaya,Aquatic_Marine,No,No,No
1144,33845,12-09-2017,08:21:58,30.6658,74.7112,Punjab,Terrestrial_Forest_PA,No,Yes,No
1145,2403,22-11-2017,11:19:38,27.3448,88.6408,Sikkim,Aquatic_Freshwater,Yes,Yes,Yes
1146,21260,29-05-2018,02:25:43,18.2651,80.661,Chhattisgarh,Terrestrial_Agriculture,Yes,Yes,Yes
1147,63219,24-06-2015,22:04:56,7.6824,93.4021,Andaman and Nicobar,Aquatic_Estuarine,No,Yes,No
1148,74230,14-10-2018,22:52:20,25.6643,91.7584,Meghalaya,Aquatic_Estuarine,Yes,No,No
1149,72961,12-07-2017,04:56:35,9.0925,75.5748,Kerala,Terrestrial_Forest_PA,No,Yes,Yes
1150,45239,03-12-2018,06:30:42,11.8903,79.8588,Tamil Nadu,Aquatic_Estuarine,No,No,Yes
1151,28430,12-01-2020,23:46:40,24.1145,87.6096,Jharkhand,Terrestrial_Forest_PA,Yes,No,Yes
1152,26760,20-02-2017,22:11:01,22.1628,71.6296,Gujarat,Terrestrial_Horticulture,Yes,No,Yes
1153,85530,27-01-2019,08:07:39,12.5316,76.3053,Tamil Nadu,Terrestrial_Forest_Outside_PA,Yes,No,No
1154,18781,06-02-2016,15:28:25,15.3808,77.1202,Karnataka,Aquatic_Freshwater,Yes,No,No
1155,38807,02-01-2017,17:52:07,25.9335,91.032,Meghalaya,Terrestrial_Forest_Outside_PA,Yes,No,No
1156,34253,08-09-2015,07:55:08,11.9308,79.3005,Tamil Nadu,Terrestrial_Human_Habitation,Yes,No,Yes
1157,41,16-12-2018,00:13:21,24.723,94.4163,Manipur,Terrestrial_Grassland,No,Yes,Yes
1158,95321,17-03-2016,01:36:24,24.2761,92.3224,Mizoram,Terrestrial_Grassland,No,Yes,Yes
1159,16021,16-01-2017,14:42:20,22.0248,79.0887,Madhya Pradesh,Aquatic_Marine,Yes,No,Yes
1160,82521,17-06-2016,14:16:41,16.6922,80.9493,Telangana,Terrestrial_Forest_Outside_PA,Yes,Yes,No
1161,4855,19-07-2019,18:25:00,9.2298,76.9464,Kerala,Terrestrial_Forest_Outside_PA,Yes,Yes,Yes
1162,82524,16-06-2016,05:38:08,9.2408,93.3506,Andaman and Nicobar,Terrestrial_Grassland,No,No,No
1163,52694,05-02-2020,03:59:34,24.1593,72.5515,Gujarat,Terrestrial_Horticulture,Yes,Yes,Yes
1164,20556,27-04-2015,03:33:28,28.697,76.8776,Delhi,Terrestrial_Grassland,No,No,No
1165,67917,13-07-2018,00:03:42,25.5179,94.6113,Manipur,Aquatic_Freshwater,Yes,No,No
1166,29567,25-01-2019,12:17:38,22.9706,93.094,Mizoram,Terrestrial_Horticulture,Yes,No,Yes
1167,55718,08-08-2018,12:47:50,20.284,73.0772,Dadra and Nagar Haveli,Terrestrial_Human_Habitation,No,Yes,Yes
1168,38700,12-11-2019,04:08:22,23.4088,93.4125,Mizoram,Aquatic_Marine,Yes,Yes,No
1169,85468,11-05-2018,18:01:03,13.8987,80.4731,Andhra Pradesh,Terrestrial_Forest_Outside_PA,No,Yes,Yes
1170,58437,17-11-2019,06:38:29,26.7809,72.8751,Rajasthan,Aquatic_Marine,Yes,Yes,No
1171,71024,23-05-2018,13:07:10,9.1344,93.9846,Andaman and Nicobar,Terrestrial_Forest_Outside_PA,Yes,No,No
1172,54082,10-11-2018,10:37:32,30.1323,77.7757,Uttaranchal,Terrestrial_Human_Habitation,No,No,Yes
1173,27634,17-01-2016,12:06:46,20.4052,71.0679,Daman and Diu,Terrestrial_Horticulture,No,No,Yes
1174,90440,13-04-2017,13:49:51,23.6035,92.0953,Tripura,Terrestrial_Agriculture,No,No,Yes
1175,39232,06-01-2018,06:21:20,26.1502,89.9172,Assam,Terrestrial_Horticulture,Yes,No,Yes
1176,18792,05-01-2015,23:11:15,24.466,70.1089,Rajasthan,Terrestrial_Grassland,No,No,Yes
1177,9042,29-01-2015,00:24:15,15.3701,76.7098,Karnataka,Terrestrial_Grassland,No,No,No
1178,49559,22-06-2017,23:32:25,18.2573,82.5258,Orissa,Terrestrial_Human_Habitation,No,No,Yes
1179,73643,12-12-2019,23:44:49,21.9288,85.3354,Orissa,Terrestrial_Shurb,Yes,No,No
1180,12190,28-03-2019,22:46:57,30.3479,83.5592,Uttar Pradesh,Aquatic_Marine,Yes,No,No
1181,79712,16-12-2015,22:24:52,23.2937,88.5753,West Bengal,Terrestrial_Agriculture,No,Yes,Yes
1182,65992,25-05-2019,02:51:40,17.8357,87.3581,Orissa,Terrestrial_Forest_Outside_PA,No,No,Yes
1183,46008,15-03-2019,03:24:48,13.0112,77.2455,Tamil Nadu,Terrestrial_Grassland,No,No,Yes
1184,87888,09-08-2017,01:24:56,13.5938,78.3523,Karnataka,Aquatic_Estuarine,No,Yes,Yes
1185,26862,31-05-2015,07:44:22,27.3031,88.7558,Sikkim,Aquatic_Marine,Yes,Yes,No
1186,88592,27-04-2015,15:34:30,30.7322,76.7193,Chandigarh,Terrestrial_Horticulture,Yes,Yes,No
1187,64986,03-09-2015,00:57:48,28.7431,76.8653,Delhi,Terrestrial_Shurb,No,Yes,No
1188,71501,21-11-2019,11:07:43,32.5052,76.0647,Punjab,Terrestrial_Human_Habitation,Yes,Yes,Yes
1189,37865,30-01-2019,18:28:07,20.9577,72.6222,Daman and Diu,Terrestrial_Grassland,No,No,No
1190,51446,22-12-2018,06:30:51,27.7071,93.3425,Arunachal Pradesh,Aquatic_Estuarine,No,Yes,Yes
1191,45126,15-11-2018,12:25:28,17.2974,79.9245,Andhra Pradesh,Terrestrial_Agriculture,No,No,No
1192,42398,06-12-2017,03:11:49,31.2951,79.8761,Uttaranchal,Aquatic_Estuarine,Yes,Yes,Yes
1193,35580,29-12-2019,04:17:15,16.4952,81.0015,Telangana,Terrestrial_Human_Habitation,Yes,Yes,No
1194,42191,26-02-2017,05:38:23,8.9385,73.505,Lakshadweep,Terrestrial_Horticulture,Yes,No,No
1195,3220,02-04-2015,07:00:07,18.5713,79.6969,Telangana,Terrestrial_Shurb,No,Yes,No
1196,66111,07-04-2019,08:31:30,22.4795,92.9412,Mizoram,Aquatic_Marine,No,Yes,No
1197,29216,04-07-2016,07:23:39,30.7903,76.756,Chandigarh,Terrestrial_Shurb,No,No,Yes
1198,71127,21-12-2017,10:03:23,24.9104,84.2041,Bihar,Terrestrial_Shurb,No,No,Yes
1199,577,28-01-2015,17:44:21,23.7647,83.3317,Chhattisgarh,Terrestrial_Human_Habitation,Yes,No,Yes
1200,11726,22-06-2017,01:35:54,24.3504,94.3808,Manipur,Terrestrial_Horticulture,Yes,Yes,No
1201,86160,17-08-2018,22:26:18,26.0032,80.8549,Madhya Pradesh,Terrestrial_Forest_PA,Yes,Yes,Yes
1202,78103,21-02-2017,12:33:04,26.6688,76.8868,Rajasthan,Terrestrial_Horticulture,Yes,No,Yes
1203,31588,19-10-2017,01:19:03,23.3375,87.8549,West Bengal,Aquatic_Estuarine,Yes,Yes,No
1204,78131,08-11-2018,06:19:46,13.8381,79.8418,Puducherry,Terrestrial_Forest_PA,Yes,No,No
1205,23829,14-10-2017,10:56:43,25.7373,93.4248,Nagaland,Terrestrial_Agriculture,No,Yes,No
1206,37073,03-10-2016,20:27:28,25.4181,87.3095,West Bengal,Terrestrial_Grassland,No,No,No
1207,53122,07-02-2016,01:02:53,26.9721,85.3272,Bihar,Terrestrial_Shurb,No,Yes,No
1208,32134,27-08-2018,23:00:36,26.0448,77.6473,Rajasthan,Terrestrial_Forest_Outside_PA,No,Yes,Yes
1209,28850,29-12-2017,21:03:15,28.5627,76.9575,Delhi,Terrestrial_Human_Habitation,Yes,Yes,Yes
1210,56533,12-02-2016,12:51:51,29.9894,80.8765,Uttaranchal,Terrestrial_Horticulture,No,Yes,No
1211,30078,09-02-2015,09:40:58,25.5968,87.5699,West Bengal,Aquatic_Marine,No,No,No
1212,52620,27-08-2019,04:12:17,25.8533,73.9952,Rajasthan,Terrestrial_Human_Habitation,Yes,Yes,Yes
1213,83774,18-02-2015,18:26:46,24.2786,70.5627,Rajasthan,Terrestrial_Shurb,No,Yes,No
1214,7279,02-01-2019,18:46:12,21.1609,68.4983,Gujarat,Aquatic_Freshwater,No,No,No
1215,33918,12-12-2016,12:06:19,27.2417,90.0784,Assam,Terrestrial_Horticulture,Yes,Yes,Yes
1216,67149,27-02-2018,18:39:59,26.2916,93.8353,Nagaland,Terrestrial_Human_Habitation,Yes,Yes,No
1217,51424,09-03-2018,08:30:58,23.3849,93.2883,Mizoram,Aquatic_Estuarine,Yes,Yes,No
1218,49747,07-07-2019,10:57:16,21.9873,69.4226,Gujarat,Terrestrial_Agriculture,No,No,No
1219,96669,17-08-2019,15:30:02,35.4953,74.1404,Jammu and Kashmir,Terrestrial_Human_Habitation,No,No,Yes
1220,49509,04-02-2017,14:26:27,11.6162,80.546,Puducherry,Aquatic_Estuarine,Yes,No,No
1221,55546,19-11-2017,11:01:07,34.0472,76.3729,Jammu and Kashmir,Terrestrial_Agriculture,No,Yes,No
1222,35971,29-08-2015,23:47:02,20.1049,73.0696,Dadra and Nagar Haveli,Terrestrial_Horticulture,No,No,No
1223,12667,14-04-2017,11:46:25,35.0684,76.0754,Jammu and Kashmir,Terrestrial_Agriculture,Yes,No,Yes
1224,43991,14-04-2015,22:08:55,16.534,78.1709,Andhra Pradesh,Terrestrial_Horticulture,Yes,No,Yes
1225,48905,16-05-2015,08:28:53,13.3193,92.2133,Andaman and Nicobar,Terrestrial_Agriculture,No,No,Yes
1226,49275,20-02-2015,23:31:31,23.1831,73.0273,Gujarat,Aquatic_Freshwater,Yes,No,Yes
1227,48877,31-03-2015,22:56:44,26.9194,96.7033,Arunachal Pradesh,Terrestrial_Agriculture,No,No,No
1228,36964,12-10-2018,06:38:23,25.7977,76.8968,Madhya Pradesh,Aquatic_Estuarine,No,No,No
1229,65959,17-07-2017,01:38:00,29.73,74.2176,Rajasthan,Terrestrial_Agriculture,No,Yes,No
1230,69738,13-12-2015,20:28:08,26.3324,83.3212,Bihar,Terrestrial_Forest_PA,Yes,Yes,No
1231,20604,19-03-2016,17:25:39,30.4162,74.5908,Haryana,Terrestrial_Shurb,No,Yes,Yes
1232,60583,28-07-2017,09:35:07,20.7187,86.341,Orissa,Terrestrial_Grassland,No,Yes,No
1233,81326,05-08-2018,19:17:59,27.4611,88.8845,Sikkim,Terrestrial_Shurb,No,Yes,Yes
1234,17105,21-05-2015,23:28:53,29.4393,78.6176,Uttar Pradesh,Terrestrial_Human_Habitation,Yes,Yes,Yes
1235,8464,03-06-2015,16:14:38,18.3923,81.8218,Chhattisgarh,Terrestrial_Agriculture,No,Yes,No
1236,60203,03-11-2015,09:59:21,23.0144,83.463,Chhattisgarh,Terrestrial_Human_Habitation,Yes,Yes,No
1237,17927,07-11-2018,09:37:56,27.379,88.6372,Sikkim,Terrestrial_Agriculture,Yes,Yes,No
1238,81963,08-03-2019,23:45:08,25.7201,90.9299,Meghalaya,Aquatic_Freshwater,No,Yes,No
1239,69387,10-05-2016,10:54:09,12.4888,93.4304,Andaman and Nicobar,Terrestrial_Forest_PA,No,No,Yes
1240,14478,17-11-2019,16:50:41,13.2798,78.8438,Tamil Nadu,Aquatic_Marine,Yes,No,Yes
1241,86941,12-04-2015,16:27:52,15.76,81.5905,Andhra Pradesh,Terrestrial_Forest_Outside_PA,No,Yes,Yes
1242,88124,14-10-2019,05:26:09,20.2551,72.9473,Dadra and Nagar Haveli,Aquatic_Freshwater,Yes,Yes,No
1243,60515,17-08-2018,23:00:56,16.0189,79.7027,Andhra Pradesh,Terrestrial_Forest_Outside_PA,Yes,No,Yes
1244,11025,08-04-2018,16:57:42,19.4108,80.7173,Telangana,Terrestrial_Forest_PA,Yes,Yes,No
1245,23779,16-02-2015,12:09:11,13.9629,75.3189,Karnataka,Terrestrial_Agriculture,Yes,No,No
1246,63358,06-06-2015,21:58:57,9.3337,75.3709,Kerala,Aquatic_Freshwater,No,No,No
1247,39926,21-02-2019,15:15:26,11.4247,93.298,Andaman and Nicobar,Terrestrial_Forest_PA,Yes,No,No
1248,39392,16-08-2017,23:58:20,23.5958,92.3164,Mizoram,Aquatic_Marine,No,No,No
1249,98669,07-02-2017,00:43:06,20.9459,71.9898,Daman and Diu,Terrestrial_Forest_Outside_PA,No,No,No
1250,12780,20-06-2018,11:36:34,31.2562,78.4289,Uttaranchal,Terrestrial_Shurb,No,No,No
1251,55632,02-04-2017,05:45:28,21.9625,81.5097,Orissa,Terrestrial_Agriculture,Yes,No,Yes
1252,58800,02-05-2019,23:06:43,26.8199,94.4805,Assam,Terrestrial_Grassland,No,Yes,Yes
1253,47951,03-01-2017,05:23:50,31.0586,78.298,Uttaranchal,Aquatic_Freshwater,No,Yes,No
1254,41869,13-02-2016,21:10:31,20.268,77.5101,Maharashtra,Aquatic_Marine,Yes,Yes,Yes
1255,96180,23-09-2017,16:30:43,28.495,93.696,Arunachal Pradesh,Aquatic_Freshwater,No,No,Yes
1256,56044,06-04-2016,12:54:34,25.3762,85.9271,West Bengal,Terrestrial_Shurb,Yes,Yes,No
1257,37880,25-10-2019,07:23:01,23.7645,93.3746,Mizoram,Terrestrial_Agriculture,No,Yes,Yes
1258,67442,25-02-2016,19:03:43,20.4789,71.4209,Daman and Diu,Terrestrial_Grassland,Yes,No,Yes
1259,84980,22-09-2018,22:05:33,12.8666,82.1631,Puducherry,Aquatic_Marine,No,No,No
1260,61910,05-01-2018,04:09:03,17.6168,81.5911,Telangana,Terrestrial_Forest_Outside_PA,No,No,No
1261,1361,27-12-2018,05:23:43,14.6393,81.2729,Puducherry,Terrestrial_Grassland,No,Yes,Yes
1262,96268,05-02-2016,04:08:07,15.2758,74.1989,Goa,Terrestrial_Human_Habitation,Yes,Yes,No
1263,74112,19-02-2020,13:31:19,24.1436,82.3253,Uttar Pradesh,Terrestrial_Forest_Outside_PA,Yes,No,Yes
1264,70398,10-10-2018,22:57:46,22.16,79.6192,Madhya Pradesh,Aquatic_Freshwater,Yes,Yes,Yes
1265,32864,12-04-2016,18:04:52,27.4724,96.9942,Arunachal Pradesh,Terrestrial_Agriculture,No,No,Yes
1266,3684,14-03-2017,18:08:04,32.0667,77.815,Himachal Pradesh,Terrestrial_Grassland,No,Yes,No
1267,23065,14-08-2015,01:01:55,15.0198,74.2503,Goa,Aquatic_Marine,Yes,Yes,Yes
1268,742,12-04-2015,14:24:51,17.8548,80.0439,Telangana,Aquatic_Freshwater,Yes,No,Yes
1269,24452,10-07-2019,21:42:26,17.2556,78.3647,Maharashtra,Aquatic_Freshwater,Yes,No,No
1270,8305,28-11-2018,11:45:08,16.2411,79.5562,Andhra Pradesh,Terrestrial_Forest_PA,No,No,No
1271,97997,25-06-2016,01:23:06,34.64,78.3516,Jammu and Kashmir,Aquatic_Freshwater,Yes,No,Yes
1272,65757,07-02-2015,00:51:47,11.6832,77.8331,Tamil Nadu,Terrestrial_Agriculture,Yes,Yes,Yes
1273,72541,20-01-2017,09:42:01,15.2048,73.8691,Goa,Terrestrial_Grassland,Yes,No,Yes
1274,27396,02-09-2017,01:57:44,26.6764,96.4872,Arunachal Pradesh,Terrestrial_Forest_Outside_PA,Yes,Yes,No
1275,77487,15-02-2016,21:09:07,20.3246,72.9636,Dadra and Nagar Haveli,Terrestrial_Agriculture,No,No,No
1276,95914,08-12-2018,23:17:27,16.5163,80.2133,Telangana,Terrestrial_Human_Habitation,Yes,Yes,No
1277,31867,09-03-2018,03:20:53,22.2807,88.9512,West Bengal,Aquatic_Marine,Yes,Yes,Yes
1278,70111,09-04-2018,05:32:40,22.6336,92.8835,Mizoram,Terrestrial_Human_Habitation,No,Yes,Yes
1279,66758,27-10-2017,01:22:57,26.1963,86.5482,Bihar,Aquatic_Marine,No,No,No
1280,55756,31-08-2015,08:27:07,29.1334,76.3903,Haryana,Terrestrial_Human_Habitation,Yes,Yes,Yes
1281,83184,01-09-2018,15:59:28,23.2881,84.4949,Jharkhand,Terrestrial_Agriculture,No,No,Yes
1282,58581,17-02-2019,06:58:25,32.9997,74.1572,Jammu and Kashmir,Terrestrial_Horticulture,Yes,No,No
1283,6161,05-01-2019,07:54:33,24.1094,91.2895,Tripura,Terrestrial_Forest_PA,No,No,Yes
1284,14197,05-10-2019,16:21:47,34.5907,76.5277,Jammu and Kashmir,Terrestrial_Forest_PA,Yes,No,No
1285,5499,23-05-2016,05:34:06,20.6539,72.2955,Daman and Diu,Aquatic_Freshwater,Yes,Yes,No
1286,56879,26-09-2018,22:17:16,28.1585,91.559,Arunachal Pradesh,Terrestrial_Shurb,No,Yes,No
1287,98503,01-03-2018,11:41:59,11.1787,75.9097,Kerala,Aquatic_Estuarine,Yes,Yes,Yes
1288,19192,28-10-2019,13:59:35,27.6767,94.6704,Assam,Terrestrial_Grassland,Yes,Yes,No
1289,44569,12-10-2015,16:49:07,27.5766,91.068,Assam,Aquatic_Freshwater,Yes,Yes,No
1290,86357,09-08-2015,01:31:29,10.9631,77.3777,Tamil Nadu,Terrestrial_Forest_Outside_PA,No,Yes,No
1291,23512,21-08-2017,16:22:17,27.268,92.324,Arunachal Pradesh,Terrestrial_Agriculture,No,Yes,No
1292,33589,20-05-2018,17:57:26,25.5291,91.8761,Meghalaya,Aquatic_Estuarine,No,Yes,No
1293,79663,26-03-2016,03:53:17,19.0363,79.4243,Maharashtra,Terrestrial_Grassland,Yes,No,No
